"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2017년 12월 07일","0.500","0.500","0.520","0.475","572.99K","0.00%"
"2017년 12월 06일","0.500","0.520","0.570","0.490","1.61M","-5.66%"
"2017년 12월 05일","0.530","0.480","0.540","0.475","1.10M","6.00%"
"2017년 12월 04일","0.500","0.480","0.510","0.480","1.03M","0.00%"
"2017년 12월 01일","0.500","0.460","0.520","0.455","1.11M","4.17%"
"2017년 11월 30일","0.480","0.445","0.510","0.415","1.08M","4.35%"
"2017년 11월 29일","0.460","0.510","0.530","0.450","1.26M","-14.81%"
"2017년 11월 28일","0.540","0.500","0.550","0.470","2.08M","8.00%"
"2017년 11월 27일","0.500","0.455","0.500","0.445","2.22M","11.11%"
"2017년 11월 24일","0.450","0.420","0.470","0.420","886.73K","4.65%"
"2017년 11월 23일","0.430","0.365","0.430","0.365","1.27M","13.16%"
"2017년 11월 22일","0.380","0.325","0.380","0.285","1.15M","8.57%"
"2017년 11월 21일","0.350","0.380","0.380","0.340","1.57M","-7.89%"
"2017년 11월 20일","0.380","0.390","0.400","0.355","413.00K","-5.00%"
"2017년 11월 17일","0.400","0.430","0.430","0.320","1.85M","5.26%"
"2017년 11월 16일","0.380","0.445","0.450","0.380","582.57K","-13.64%"
"2017년 11월 15일","0.440","0.455","0.460","0.430","606.40K","-4.35%"
"2017년 11월 14일","0.460","0.450","0.470","0.420","1.90M","1.10%"
"2017년 11월 13일","0.455","0.400","0.455","0.395","1.30M","15.19%"
"2017년 11월 10일","0.395","0.410","0.435","0.390","1.17M","-8.14%"
"2017년 11월 09일","0.430","0.410","0.435","0.360","1.05M","-1.15%"
"2017년 11월 08일","0.435","0.375","0.455","0.370","4.05M","8.75%"
"2017년 11월 07일","0.400","0.400","0.445","0.365","2.11M","0.00%"
"2017년 11월 06일","0.400","0.410","0.490","0.380","3.27M","8.11%"
"2017년 11월 03일","0.370","0.225","0.380","0.225","2.74M","57.45%"
"2017년 11월 02일","0.235","0.170","0.235","0.160","1.59M","38.24%"
"2017년 11월 01일","0.170","0.190","0.190","0.155","1.96M","-10.53%"
"2017년 10월 31일","0.190","0.180","0.190","0.170","419.50K","8.57%"
"2017년 10월 30일","0.175","0.185","0.185","0.175","204.50K","-5.41%"
"2017년 10월 27일","0.185","0.185","0.185","0.180","171.00K","8.82%"
"2017년 10월 26일","0.170","0.175","0.185","0.170","66.83K","0.00%"
"2017년 10월 25일","0.170","0.165","0.175","0.165","431.00K","6.25%"
"2017년 10월 24일","0.160","0.170","0.170","0.160","424.10K","-11.11%"
"2017년 10월 23일","0.180","0.175","0.180","0.160","463.00K","5.88%"
"2017년 10월 20일","0.170","0.190","0.190","0.170","1.45M","-10.53%"
"2017년 10월 19일","0.190","0.180","0.195","0.165","1.98M","0.00%"
"2017년 10월 18일","0.190","0.160","0.200","0.160","3.20M","2.70%"
"2017년 10월 17일","0.185","0.140","0.185","0.125","2.50M","42.31%"
"2017년 10월 16일","0.130","0.115","0.130","0.115","360.96K","13.04%"
"2017년 10월 13일","0.115","0.115","0.115","0.105","107.50K","-4.17%"
