"날짜","종가","오픈","고가","저가","변동 %"
"2022년 03월 07일","1.0872","1.0874","1.0885","1.0823","-0.01%"
"2022년 03월 06일","1.0874","1.0931","1.0931","1.0864","-0.48%"
"2022년 03월 04일","1.0926","1.1068","1.1069","1.0886","-1.25%"
"2022년 03월 03일","1.1064","1.1118","1.1125","1.1033","-0.51%"
"2022년 03월 02일","1.1121","1.1127","1.1147","1.1057","-0.04%"
"2022년 03월 01일","1.1126","1.1218","1.1234","1.1090","-0.83%"
"2022년 02월 28일","1.1219","1.1179","1.1247","1.1122","-0.43%"
"2022년 02월 25일","1.1267","1.1192","1.1275","1.1165","0.68%"
"2022년 02월 24일","1.1191","1.1313","1.1314","1.1106","-1.04%"
"2022년 02월 23일","1.1309","1.1327","1.1359","1.1300","-0.14%"
"2022년 02월 22일","1.1325","1.1312","1.1367","1.1287","0.13%"
"2022년 02월 21일","1.1310","1.1315","1.1391","1.1306","-0.10%"
"2022년 02월 18일","1.1321","1.1362","1.1378","1.1314","-0.34%"
"2022년 02월 17일","1.1360","1.1374","1.1386","1.1322","-0.11%"
"2022년 02월 16일","1.1373","1.1360","1.1396","1.1344","0.15%"
"2022년 02월 15일","1.1356","1.1307","1.1369","1.1301","0.45%"
"2022년 02월 14일","1.1305","1.1344","1.1370","1.1279","-0.39%"
"2022년 02월 11일","1.1349","1.1428","1.1431","1.1329","-0.68%"
"2022년 02월 10일","1.1427","1.1429","1.1496","1.1374","0.04%"
"2022년 02월 09일","1.1422","1.1416","1.1449","1.1402","0.07%"
"2022년 02월 08일","1.1414","1.1443","1.1450","1.1395","-0.24%"
"2022년 02월 07일","1.1442","1.1468","1.1469","1.1415","-0.06%"
"2022년 02월 04일","1.1449","1.1439","1.1485","1.1411","0.10%"
"2022년 02월 03일","1.1438","1.1306","1.1452","1.1267","1.19%"
"2022년 02월 02일","1.1303","1.1270","1.1331","1.1266","0.30%"
"2022년 02월 01일","1.1269","1.1234","1.1279","1.1221","0.32%"
"2022년 01월 31일","1.1233","1.1147","1.1249","1.1138","0.81%"
"2022년 01월 28일","1.1143","1.1146","1.1174","1.1121","0.00%"
"2022년 01월 27일","1.1143","1.1240","1.1244","1.1132","-0.84%"
"2022년 01월 26일","1.1237","1.1301","1.1312","1.1235","-0.55%"
"2022년 01월 25일","1.1299","1.1324","1.1330","1.1263","-0.21%"
"2022년 01월 24일","1.1323","1.1343","1.1346","1.1290","-0.15%"
"2022년 01월 21일","1.1340","1.1312","1.1360","1.1300","0.27%"
"2022년 01월 20일","1.1310","1.1342","1.1370","1.1302","-0.27%"
"2022년 01월 19일","1.1341","1.1321","1.1358","1.1318","0.14%"
"2022년 01월 18일","1.1325","1.1408","1.1422","1.1314","-0.72%"
"2022년 01월 17일","1.1407","1.1414","1.1436","1.1392","-0.06%"
"2022년 01월 14일","1.1414","1.1454","1.1484","1.1398","-0.34%"
"2022년 01월 13일","1.1453","1.1443","1.1482","1.1435","0.10%"
"2022년 01월 12일","1.1442","1.1366","1.1453","1.1354","0.69%"
"2022년 01월 11일","1.1364","1.1325","1.1375","1.1313","0.35%"
"2022년 01월 10일","1.1324","1.1353","1.1362","1.1285","-0.31%"
"2022년 01월 07일","1.1359","1.1293","1.1365","1.1289","0.60%"
"2022년 01월 06일","1.1291","1.1314","1.1332","1.1285","-0.19%"
"2022년 01월 05일","1.1313","1.1287","1.1347","1.1277","0.25%"
"2022년 01월 04일","1.1285","1.1298","1.1323","1.1272","-0.08%"
"2022년 01월 03일","1.1294","1.1365","1.1381","1.1279","-0.65%"
"2021년 12월 31일","1.1368","1.1324","1.1387","1.1302","0.40%"
"2021년 12월 30일","1.1323","1.1349","1.1360","1.1298","-0.22%"
"2021년 12월 29일","1.1348","1.1310","1.1370","1.1273","0.34%"
"2021년 12월 28일","1.1309","1.1329","1.1335","1.1289","-0.14%"
"2021년 12월 27일","1.1325","1.1318","1.1335","1.1302","0.07%"
"2021년 12월 24일","1.1317","1.1330","1.1344","1.1303","-0.10%"
"2021년 12월 23일","1.1328","1.1325","1.1343","1.1289","0.04%"
"2021년 12월 22일","1.1324","1.1279","1.1343","1.1264","0.36%"
"2021년 12월 21일","1.1283","1.1277","1.1303","1.1260","0.07%"
"2021년 12월 20일","1.1275","1.1242","1.1305","1.1234","0.32%"
"2021년 12월 17일","1.1239","1.1330","1.1350","1.1235","-0.79%"
"2021년 12월 16일","1.1328","1.1286","1.1361","1.1280","0.38%"
"2021년 12월 15일","1.1285","1.1259","1.1300","1.1221","0.25%"
"2021년 12월 14일","1.1257","1.1285","1.1327","1.1253","-0.23%"
"2021년 12월 13일","1.1283","1.1316","1.1321","1.1259","-0.25%"
"2021년 12월 10일","1.1311","1.1293","1.1325","1.1264","0.17%"
"2021년 12월 09일","1.1292","1.1342","1.1348","1.1278","-0.44%"
"2021년 12월 08일","1.1342","1.1267","1.1356","1.1264","0.70%"
"2021년 12월 07일","1.1263","1.1287","1.1301","1.1228","-0.19%"
"2021년 12월 06일","1.1285","1.1321","1.1321","1.1266","-0.25%"
"2021년 12월 03일","1.1313","1.1301","1.1334","1.1265","0.12%"
"2021년 12월 02일","1.1299","1.1320","1.1349","1.1294","-0.18%"
"2021년 12월 01일","1.1319","1.1339","1.1360","1.1302","-0.15%"
"2021년 11월 30일","1.1336","1.1291","1.1384","1.1236","0.40%"
"2021년 11월 29일","1.1291","1.1309","1.1316","1.1258","-0.23%"
"2021년 11월 26일","1.1317","1.1209","1.1331","1.1205","0.99%"
"2021년 11월 25일","1.1206","1.1198","1.1231","1.1198","0.08%"
"2021년 11월 24일","1.1197","1.1248","1.1256","1.1185","-0.44%"
"2021년 11월 23일","1.1246","1.1237","1.1276","1.1226","0.11%"
"2021년 11월 22일","1.1234","1.1292","1.1293","1.1230","-0.49%"
"2021년 11월 19일","1.1289","1.1371","1.1374","1.1250","-0.70%"
"2021년 11월 18일","1.1369","1.1319","1.1375","1.1314","0.44%"
"2021년 11월 17일","1.1319","1.1321","1.1333","1.1264","0.00%"
"2021년 11월 16일","1.1319","1.1368","1.1386","1.1309","-0.42%"
"2021년 11월 15일","1.1367","1.1452","1.1465","1.1356","-0.72%"
"2021년 11월 12일","1.1450","1.1454","1.1463","1.1432","0.00%"
"2021년 11월 11일","1.1450","1.1482","1.1488","1.1443","-0.24%"
"2021년 11월 10일","1.1478","1.1593","1.1596","1.1475","-0.97%"
"2021년 11월 09일","1.1591","1.1588","1.1609","1.1569","0.04%"
"2021년 11월 08일","1.1586","1.1555","1.1595","1.1550","0.17%"
"2021년 11월 05일","1.1566","1.1553","1.1574","1.1513","0.12%"
"2021년 11월 04일","1.1552","1.1611","1.1617","1.1528","-0.50%"
"2021년 11월 03일","1.1610","1.1579","1.1617","1.1561","0.29%"
"2021년 11월 02일","1.1577","1.1605","1.1615","1.1574","-0.25%"
"2021년 11월 01일","1.1606","1.1559","1.1610","1.1545","0.39%"
"2021년 10월 29일","1.1561","1.1680","1.1690","1.1535","-1.01%"
"2021년 10월 28일","1.1679","1.1605","1.1693","1.1581","0.65%"
"2021년 10월 27일","1.1604","1.1597","1.1626","1.1585","0.08%"
"2021년 10월 26일","1.1595","1.1607","1.1626","1.1585","-0.09%"
"2021년 10월 25일","1.1606","1.1644","1.1666","1.1590","-0.35%"
"2021년 10월 22일","1.1647","1.1623","1.1656","1.1621","0.22%"
"2021년 10월 21일","1.1621","1.1650","1.1668","1.1619","-0.24%"
"2021년 10월 20일","1.1649","1.1634","1.1659","1.1616","0.15%"
"2021년 10월 19일","1.1632","1.1611","1.1670","1.1608","0.20%"
"2021년 10월 18일","1.1609","1.1597","1.1624","1.1571","0.08%"
"2021년 10월 15일","1.1600","1.1599","1.1621","1.1588","0.05%"
"2021년 10월 14일","1.1594","1.1593","1.1625","1.1583","0.02%"
"2021년 10월 13일","1.1592","1.1528","1.1598","1.1527","0.56%"
"2021년 10월 12일","1.1527","1.1555","1.1571","1.1524","-0.21%"
"2021년 10월 11일","1.1551","1.1571","1.1588","1.1549","-0.14%"
"2021년 10월 08일","1.1567","1.1551","1.1586","1.1540","0.15%"
"2021년 10월 07일","1.1550","1.1556","1.1573","1.1547","-0.05%"
"2021년 10월 06일","1.1556","1.1603","1.1605","1.1529","-0.34%"
"2021년 10월 05일","1.1596","1.1623","1.1623","1.1580","-0.22%"
"2021년 10월 04일","1.1621","1.1593","1.1641","1.1587","0.23%"
"2021년 10월 01일","1.1594","1.1582","1.1608","1.1563","0.11%"
"2021년 09월 30일","1.1581","1.1596","1.1611","1.1562","-0.12%"
"2021년 09월 29일","1.1595","1.1683","1.1691","1.1589","-0.74%"
"2021년 09월 28일","1.1681","1.1696","1.1704","1.1667","-0.11%"
"2021년 09월 27일","1.1694","1.1724","1.1728","1.1684","-0.17%"
"2021년 09월 24일","1.1714","1.1738","1.1748","1.1700","-0.19%"
"2021년 09월 23일","1.1736","1.1686","1.1751","1.1683","0.43%"
"2021년 09월 22일","1.1686","1.1726","1.1757","1.1683","-0.32%"
"2021년 09월 21일","1.1723","1.1726","1.1751","1.1715","-0.02%"
"2021년 09월 20일","1.1725","1.1732","1.1737","1.1700","0.00%"
"2021년 09월 17일","1.1725","1.1762","1.1789","1.1724","-0.33%"
"2021년 09월 16일","1.1764","1.1816","1.1822","1.1751","-0.43%"
"2021년 09월 15일","1.1815","1.1806","1.1833","1.1798","0.11%"
"2021년 09월 14일","1.1802","1.1812","1.1846","1.1799","-0.05%"
"2021년 09월 13일","1.1808","1.1813","1.1818","1.1769","-0.05%"
"2021년 09월 10일","1.1814","1.1826","1.1852","1.1809","-0.09%"
"2021년 09월 09일","1.1825","1.1817","1.1842","1.1804","0.10%"
"2021년 09월 08일","1.1813","1.1840","1.1852","1.1802","-0.22%"
"2021년 09월 07일","1.1839","1.1870","1.1885","1.1837","-0.24%"
"2021년 09월 06일","1.1868","1.1879","1.1888","1.1855","-0.12%"
"2021년 09월 03일","1.1882","1.1875","1.1910","1.1866","0.08%"
"2021년 09월 02일","1.1873","1.1839","1.1877","1.1834","0.30%"
"2021년 09월 01일","1.1837","1.1810","1.1858","1.1793","0.25%"
"2021년 08월 31일","1.1807","1.1797","1.1848","1.1795","0.10%"
"2021년 08월 30일","1.1795","1.1793","1.1810","1.1782","0.02%"
"2021년 08월 27일","1.1793","1.1752","1.1803","1.1734","0.37%"
"2021년 08월 26일","1.1750","1.1772","1.1781","1.1746","-0.17%"
"2021년 08월 25일","1.1770","1.1754","1.1775","1.1725","0.14%"
"2021년 08월 24일","1.1753","1.1746","1.1766","1.1726","0.09%"
"2021년 08월 23일","1.1743","1.1694","1.1751","1.1691","0.40%"
"2021년 08월 20일","1.1696","1.1675","1.1705","1.1664","0.19%"
"2021년 08월 19일","1.1674","1.1711","1.1717","1.1666","-0.31%"
"2021년 08월 18일","1.1710","1.1710","1.1743","1.1694","0.02%"
"2021년 08월 17일","1.1708","1.1776","1.1786","1.1708","-0.59%"
"2021년 08월 16일","1.1777","1.1794","1.1802","1.1767","-0.12%"
"2021년 08월 13일","1.1791","1.1730","1.1805","1.1727","0.55%"
"2021년 08월 12일","1.1727","1.1738","1.1749","1.1724","-0.09%"
"2021년 08월 11일","1.1737","1.1720","1.1753","1.1705","0.16%"
"2021년 08월 10일","1.1718","1.1738","1.1744","1.1710","-0.16%"
"2021년 08월 09일","1.1737","1.1762","1.1769","1.1734","-0.20%"
"2021년 08월 06일","1.1760","1.1834","1.1837","1.1753","-0.61%"
"2021년 08월 05일","1.1832","1.1837","1.1858","1.1827","-0.03%"
"2021년 08월 04일","1.1835","1.1864","1.1901","1.1832","-0.21%"
"2021년 08월 03일","1.1860","1.1868","1.1894","1.1853","-0.06%"
"2021년 08월 02일","1.1867","1.1864","1.1897","1.1858","-0.03%"
"2021년 07월 30일","1.1870","1.1888","1.1910","1.1851","-0.13%"
"2021년 07월 29일","1.1886","1.1845","1.1894","1.1840","0.37%"
"2021년 07월 28일","1.1842","1.1817","1.1851","1.1773","0.24%"
"2021년 07월 27일","1.1814","1.1804","1.1841","1.1769","0.13%"
"2021년 07월 26일","1.1799","1.1778","1.1818","1.1763","0.24%"
"2021년 07월 23일","1.1771","1.1769","1.1788","1.1753","0.01%"
"2021년 07월 22일","1.1770","1.1793","1.1831","1.1757","-0.19%"
"2021년 07월 21일","1.1792","1.1782","1.1805","1.1752","0.11%"
"2021년 07월 20일","1.1779","1.1801","1.1805","1.1755","-0.16%"
"2021년 07월 19일","1.1798","1.1808","1.1825","1.1763","-0.06%"
"2021년 07월 16일","1.1805","1.1814","1.1823","1.1791","-0.06%"
"2021년 07월 15일","1.1812","1.1837","1.1852","1.1796","-0.19%"
"2021년 07월 14일","1.1835","1.1776","1.1839","1.1772","0.52%"
"2021년 07월 13일","1.1774","1.1862","1.1876","1.1772","-0.72%"
"2021년 07월 12일","1.1859","1.1872","1.1881","1.1836","-0.12%"
"2021년 07월 09일","1.1873","1.1844","1.1882","1.1825","0.26%"
"2021년 07월 08일","1.1842","1.1792","1.1868","1.1783","0.45%"
"2021년 07월 07일","1.1789","1.1823","1.1839","1.1782","-0.28%"
"2021년 07월 06일","1.1822","1.1863","1.1896","1.1806","-0.33%"
"2021년 07월 05일","1.1861","1.1862","1.1882","1.1851","-0.03%"
"2021년 07월 02일","1.1864","1.1849","1.1875","1.1806","0.14%"
"2021년 07월 01일","1.1848","1.1859","1.1885","1.1837","-0.06%"
"2021년 06월 30일","1.1855","1.1897","1.1910","1.1845","-0.34%"
"2021년 06월 29일","1.1895","1.1926","1.1932","1.1877","-0.24%"
"2021년 06월 28일","1.1924","1.1935","1.1946","1.1902","-0.08%"
"2021년 06월 25일","1.1933","1.1932","1.1976","1.1925","0.03%"
"2021년 06월 24일","1.1930","1.1927","1.1957","1.1918","0.04%"
"2021년 06월 23일","1.1925","1.1939","1.1970","1.1911","-0.11%"
"2021년 06월 22일","1.1938","1.1918","1.1954","1.1881","0.19%"
"2021년 06월 21일","1.1915","1.1868","1.1922","1.1847","0.46%"
"2021년 06월 18일","1.1860","1.1908","1.1926","1.1846","-0.39%"
"2021년 06월 17일","1.1906","1.1996","1.2007","1.1891","-0.73%"
"2021년 06월 16일","1.1994","1.2127","1.2135","1.1993","-1.07%"
"2021년 06월 15일","1.2124","1.2120","1.2149","1.2100","0.05%"
"2021년 06월 14일","1.2118","1.2110","1.2131","1.2093","0.10%"
"2021년 06월 11일","1.2106","1.2170","1.2196","1.2092","-0.52%"
"2021년 06월 10일","1.2169","1.2181","1.2195","1.2142","-0.07%"
"2021년 06월 09일","1.2178","1.2173","1.2219","1.2170","0.06%"
"2021년 06월 08일","1.2171","1.2190","1.2196","1.2163","-0.15%"
"2021년 06월 07일","1.2189","1.2168","1.2203","1.2145","0.20%"
"2021년 06월 04일","1.2165","1.2129","1.2186","1.2104","0.34%"
"2021년 06월 03일","1.2124","1.2210","1.2217","1.2118","-0.70%"
"2021년 06월 02일","1.2209","1.2214","1.2227","1.2163","-0.02%"
"2021년 06월 01일","1.2211","1.2227","1.2255","1.2211","-0.11%"
"2021년 05월 31일","1.2225","1.2192","1.2233","1.2183","0.30%"
"2021년 05월 28일","1.2189","1.2195","1.2205","1.2132","-0.02%"
"2021년 05월 27일","1.2192","1.2192","1.2216","1.2175","0.02%"
"2021년 05월 26일","1.2190","1.2251","1.2263","1.2182","-0.49%"
"2021년 05월 25일","1.2250","1.2217","1.2267","1.2211","0.29%"
"2021년 05월 24일","1.2215","1.2178","1.2230","1.2172","0.30%"
"2021년 05월 21일","1.2179","1.2228","1.2241","1.2161","-0.38%"
"2021년 05월 20일","1.2226","1.2171","1.2230","1.2169","0.44%"
"2021년 05월 19일","1.2172","1.2222","1.2246","1.2160","-0.39%"
"2021년 05월 18일","1.2220","1.2153","1.2234","1.2151","0.57%"
"2021년 05월 17일","1.2151","1.2140","1.2170","1.2126","0.09%"
"2021년 05월 14일","1.2140","1.2080","1.2150","1.2070","0.51%"
"2021년 05월 13일","1.2078","1.2073","1.2108","1.2050","0.07%"
"2021년 05월 12일","1.2069","1.2148","1.2153","1.2065","-0.63%"
"2021년 05월 11일","1.2146","1.2129","1.2182","1.2122","0.14%"
"2021년 05월 10일","1.2129","1.2161","1.2178","1.2127","-0.28%"
"2021년 05월 07일","1.2163","1.2066","1.2172","1.2053","0.82%"
"2021년 05월 06일","1.2064","1.2005","1.2072","1.1992","0.49%"
"2021년 05월 05일","1.2005","1.2013","1.2027","1.1985","-0.07%"
"2021년 05월 04일","1.2013","1.2064","1.2066","1.1998","-0.40%"
"2021년 05월 03일","1.2061","1.2031","1.2076","1.2012","0.36%"
"2021년 04월 30일","1.2018","1.2116","1.2127","1.2016","-0.83%"
"2021년 04월 29일","1.2118","1.2126","1.2150","1.2102","-0.04%"
"2021년 04월 28일","1.2123","1.2091","1.2135","1.2055","0.27%"
"2021년 04월 27일","1.2090","1.2086","1.2093","1.2056","0.06%"
"2021년 04월 26일","1.2083","1.2093","1.2118","1.2061","-0.13%"
"2021년 04월 23일","1.2099","1.2015","1.2100","1.2012","0.70%"
"2021년 04월 22일","1.2015","1.2035","1.2070","1.1993","-0.15%"
"2021년 04월 21일","1.2033","1.2037","1.2045","1.1998","0.00%"
"2021년 04월 20일","1.2033","1.2036","1.2081","1.2022","0.00%"
"2021년 04월 19일","1.2033","1.1984","1.2049","1.1942","0.42%"
"2021년 04월 16일","1.1983","1.1967","1.1996","1.1950","0.15%"
"2021년 04월 15일","1.1965","1.1980","1.1995","1.1955","-0.11%"
"2021년 04월 14일","1.1978","1.1948","1.1988","1.1947","0.27%"
"2021년 04월 13일","1.1946","1.1911","1.1956","1.1878","0.31%"
"2021년 04월 12일","1.1909","1.1891","1.1920","1.1870","0.11%"
"2021년 04월 09일","1.1896","1.1913","1.1921","1.1867","-0.13%"
"2021년 04월 08일","1.1912","1.1867","1.1928","1.1861","0.35%"
"2021년 04월 07일","1.1870","1.1875","1.1916","1.1861","-0.04%"
"2021년 04월 06일","1.1875","1.1814","1.1878","1.1795","0.54%"
"2021년 04월 05일","1.1811","1.1761","1.1820","1.1738","0.42%"
"2021년 04월 02일","1.1762","1.1777","1.1788","1.1748","-0.11%"
"2021년 04월 01일","1.1775","1.1731","1.1781","1.1712","0.40%"
"2021년 03월 31일","1.1728","1.1716","1.1760","1.1703","0.12%"
"2021년 03월 30일","1.1714","1.1764","1.1774","1.1711","-0.41%"
"2021년 03월 29일","1.1762","1.1795","1.1797","1.1760","-0.29%"
"2021년 03월 26일","1.1796","1.1763","1.1805","1.1763","0.27%"
"2021년 03월 25일","1.1764","1.1813","1.1829","1.1761","-0.41%"
"2021년 03월 24일","1.1812","1.1851","1.1854","1.1809","-0.31%"
"2021년 03월 23일","1.1849","1.1935","1.1941","1.1841","-0.69%"
"2021년 03월 22일","1.1931","1.1899","1.1947","1.1871","0.24%"
"2021년 03월 19일","1.1903","1.1915","1.1939","1.1874","-0.10%"
"2021년 03월 18일","1.1915","1.1979","1.1990","1.1906","-0.53%"
"2021년 03월 17일","1.1978","1.1906","1.1986","1.1885","0.66%"
"2021년 03월 16일","1.1900","1.1929","1.1953","1.1882","-0.23%"
"2021년 03월 15일","1.1928","1.1952","1.1968","1.1911","-0.20%"
"2021년 03월 12일","1.1952","1.1983","1.1990","1.1910","-0.27%"
"2021년 03월 11일","1.1984","1.1928","1.1990","1.1916","0.49%"
"2021년 03월 10일","1.1925","1.1900","1.1931","1.1868","0.23%"
"2021년 03월 09일","1.1898","1.1847","1.1917","1.1835","0.46%"
"2021년 03월 08일","1.1843","1.1922","1.1933","1.1844","-0.62%"
"2021년 03월 05일","1.1917","1.1968","1.1978","1.1894","-0.41%"
"2021년 03월 04일","1.1966","1.2063","1.2068","1.1961","-0.80%"
"2021년 03월 03일","1.2062","1.2091","1.2113","1.2042","-0.22%"
"2021년 03월 02일","1.2089","1.2049","1.2095","1.1991","0.35%"
"2021년 03월 01일","1.2047","1.2079","1.2102","1.2027","-0.22%"
"2021년 02월 26일","1.2074","1.2176","1.2185","1.2062","-0.84%"
"2021년 02월 25일","1.2176","1.2163","1.2243","1.2155","0.10%"
"2021년 02월 24일","1.2164","1.2150","1.2176","1.2109","0.12%"
"2021년 02월 23일","1.2149","1.2155","1.2181","1.2135","-0.04%"
"2021년 02월 22일","1.2154","1.2117","1.2170","1.2091","0.31%"
"2021년 02월 19일","1.2117","1.2091","1.2145","1.2082","0.24%"
"2021년 02월 18일","1.2088","1.2037","1.2096","1.2035","0.43%"
"2021년 02월 17일","1.2036","1.2107","1.2111","1.2023","-0.56%"
"2021년 02월 16일","1.2104","1.2130","1.2170","1.2095","-0.19%"
"2021년 02월 15일","1.2127","1.2123","1.2146","1.2116","0.07%"
"2021년 02월 12일","1.2118","1.2130","1.2135","1.2081","-0.08%"
"2021년 02월 11일","1.2128","1.2118","1.2150","1.2112","0.10%"
"2021년 02월 10일","1.2116","1.2119","1.2145","1.2108","-0.01%"
"2021년 02월 09일","1.2117","1.2048","1.2122","1.2045","0.57%"
"2021년 02월 08일","1.2048","1.2042","1.2067","1.2019","0.05%"
"2021년 02월 05일","1.2042","1.1964","1.2050","1.1952","0.67%"
"2021년 02월 04일","1.1962","1.2033","1.2043","1.1957","-0.60%"
"2021년 02월 03일","1.2034","1.2044","1.2050","1.2003","-0.07%"
"2021년 02월 02일","1.2042","1.2059","1.2089","1.2011","-0.14%"
"2021년 02월 01일","1.2059","1.2140","1.2146","1.2054","-0.63%"
"2021년 01월 29일","1.2136","1.2121","1.2156","1.2093","0.12%"
"2021년 01월 28일","1.2121","1.2109","1.2142","1.2079","0.11%"
"2021년 01월 27일","1.2108","1.2160","1.2170","1.2057","-0.43%"
"2021년 01월 26일","1.2160","1.2138","1.2177","1.2107","0.19%"
"2021년 01월 25일","1.2137","1.2168","1.2184","1.2115","-0.25%"
"2021년 01월 22일","1.2167","1.2164","1.2191","1.2151","0.04%"
"2021년 01월 21일","1.2162","1.2106","1.2175","1.2103","0.48%"
"2021년 01월 20일","1.2104","1.2127","1.2158","1.2076","-0.20%"
"2021년 01월 19일","1.2128","1.2078","1.2146","1.2074","0.43%"
"2021년 01월 18일","1.2076","1.2085","1.2091","1.2054","-0.02%"
"2021년 01월 15일","1.2078","1.2155","1.2163","1.2074","-0.64%"
"2021년 01월 14일","1.2156","1.2157","1.2179","1.2111","-0.01%"
"2021년 01월 13일","1.2157","1.2208","1.2224","1.2140","-0.41%"
"2021년 01월 12일","1.2207","1.2152","1.2211","1.2136","0.48%"
"2021년 01월 11일","1.2149","1.2217","1.2227","1.2132","-0.56%"
"2021년 01월 08일","1.2218","1.2273","1.2284","1.2191","-0.42%"
"2021년 01월 07일","1.2270","1.2327","1.2346","1.2244","-0.45%"
"2021년 01월 06일","1.2325","1.2296","1.2350","1.2265","0.25%"
"2021년 01월 05일","1.2294","1.2247","1.2307","1.2246","0.38%"
"2021년 01월 04일","1.2248","1.2231","1.2310","1.2223","0.29%"
"2021년 01월 01일","1.2212","1.2216","1.2217","1.2210","-0.01%"
"2020년 12월 31일","1.2213","1.2298","1.2310","1.2209","-0.67%"
"2020년 12월 30일","1.2295","1.2248","1.2311","1.2246","0.39%"
"2020년 12월 29일","1.2247","1.2217","1.2276","1.2207","0.27%"
"2020년 12월 28일","1.2214","1.2202","1.2251","1.2181","0.08%"
"2020년 12월 25일","1.2204","1.2186","1.2212","1.2165","0.15%"
"2020년 12월 24일","1.2186","1.2188","1.2217","1.2177","0.01%"
"2020년 12월 23일","1.2185","1.2163","1.2221","1.2154","0.20%"
"2020년 12월 22일","1.2161","1.2244","1.2257","1.2151","-0.66%"
"2020년 12월 21일","1.2242","1.2242","1.2254","1.2129","-0.11%"
"2020년 12월 18일","1.2255","1.2268","1.2273","1.2225","-0.09%"
"2020년 12월 17일","1.2266","1.2199","1.2274","1.2191","0.57%"
"2020년 12월 16일","1.2197","1.2152","1.2213","1.2125","0.38%"
"2020년 12월 15일","1.2151","1.2143","1.2170","1.2121","0.07%"
"2020년 12월 14일","1.2143","1.2131","1.2177","1.2115","0.26%"
"2020년 12월 11일","1.2111","1.2137","1.2163","1.2105","-0.21%"
"2020년 12월 10일","1.2136","1.2083","1.2160","1.2075","0.46%"
"2020년 12월 09일","1.2081","1.2103","1.2148","1.2059","-0.17%"
"2020년 12월 08일","1.2101","1.2109","1.2134","1.2095","-0.06%"
"2020년 12월 07일","1.2108","1.2128","1.2167","1.2078","-0.10%"
"2020년 12월 04일","1.2120","1.2142","1.2178","1.2110","-0.16%"
"2020년 12월 03일","1.2140","1.2115","1.2177","1.2100","0.21%"
"2020년 12월 02일","1.2115","1.2070","1.2119","1.2040","0.37%"
"2020년 12월 01일","1.2070","1.1928","1.2077","1.1926","1.19%"
"2020년 11월 30일","1.1928","1.1957","1.2004","1.1924","-0.28%"
"2020년 11월 27일","1.1962","1.1914","1.1965","1.1907","0.41%"
"2020년 11월 26일","1.1913","1.1916","1.1941","1.1884","0.00%"
"2020년 11월 25일","1.1913","1.1891","1.1931","1.1882","0.21%"
"2020년 11월 24일","1.1888","1.1842","1.1897","1.1837","0.41%"
"2020년 11월 23일","1.1840","1.1853","1.1906","1.1800","-0.11%"
"2020년 11월 20일","1.1853","1.1875","1.1891","1.1849","-0.17%"
"2020년 11월 19일","1.1873","1.1853","1.1883","1.1816","0.18%"
"2020년 11월 18일","1.1852","1.1863","1.1892","1.1848","-0.08%"
"2020년 11월 17일","1.1861","1.1852","1.1895","1.1842","0.07%"
"2020년 11월 16일","1.1853","1.1829","1.1869","1.1813","0.18%"
"2020년 11월 13일","1.1832","1.1805","1.1838","1.1798","0.24%"
"2020년 11월 12일","1.1804","1.1777","1.1824","1.1758","0.23%"
"2020년 11월 11일","1.1777","1.1810","1.1834","1.1745","-0.31%"
"2020년 11월 10일","1.1814","1.1812","1.1844","1.1780","0.01%"
"2020년 11월 09일","1.1813","1.1882","1.1920","1.1795","-0.50%"
"2020년 11월 06일","1.1872","1.1826","1.1891","1.1795","0.43%"
"2020년 11월 05일","1.1821","1.1725","1.1861","1.1710","0.84%"
"2020년 11월 04일","1.1722","1.1715","1.1770","1.1603","0.09%"
"2020년 11월 03일","1.1711","1.1640","1.1740","1.1633","0.61%"
"2020년 11월 02일","1.1640","1.1658","1.1658","1.1622","-0.06%"
"2020년 10월 30일","1.1647","1.1674","1.1705","1.1639","-0.23%"
"2020년 10월 29일","1.1674","1.1746","1.1760","1.1650","-0.60%"
"2020년 10월 28일","1.1744","1.1796","1.1798","1.1717","-0.43%"
"2020년 10월 27일","1.1795","1.1810","1.1839","1.1793","-0.11%"
"2020년 10월 26일","1.1808","1.1858","1.1861","1.1803","-0.43%"
"2020년 10월 23일","1.1859","1.1819","1.1866","1.1787","0.36%"
"2020년 10월 22일","1.1816","1.1862","1.1868","1.1811","-0.38%"
"2020년 10월 21일","1.1861","1.1822","1.1882","1.1821","0.34%"
"2020년 10월 20일","1.1821","1.1769","1.1841","1.1760","0.47%"
"2020년 10월 19일","1.1766","1.1722","1.1795","1.1703","0.41%"
"2020년 10월 16일","1.1718","1.1708","1.1746","1.1694","0.10%"
"2020년 10월 15일","1.1706","1.1747","1.1760","1.1688","-0.34%"
"2020년 10월 14일","1.1746","1.1746","1.1772","1.1719","0.02%"
"2020년 10월 13일","1.1744","1.1813","1.1817","1.1731","-0.58%"
"2020년 10월 12일","1.1813","1.1819","1.1827","1.1786","-0.09%"
"2020년 10월 09일","1.1824","1.1759","1.1832","1.1753","0.56%"
"2020년 10월 08일","1.1758","1.1762","1.1782","1.1732","-0.02%"
"2020년 10월 07일","1.1760","1.1735","1.1783","1.1724","0.22%"
"2020년 10월 06일","1.1734","1.1782","1.1809","1.1731","-0.40%"
"2020년 10월 05일","1.1781","1.1716","1.1798","1.1707","0.58%"
