"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2018년 05월 31일","11.01","11.18","11.35","10.96","9.57M","-2.22%"
"2018년 05월 30일","11.26","11.19","11.50","11.09","12.16M","1.99%"
"2018년 05월 29일","11.04","11.05","11.33","10.81","10.38M","-1.87%"
"2018년 05월 25일","11.25","10.97","11.28","10.91","9.68M","2.46%"
"2018년 05월 24일","10.98","10.84","11.06","10.58","10.36M","1.01%"
"2018년 05월 23일","10.87","10.40","10.87","10.31","9.61M","1.59%"
"2018년 05월 22일","10.70","10.80","10.93","10.57","12.89M","1.71%"
"2018년 05월 21일","10.52","10.67","10.83","10.24","13.07M","3.14%"
"2018년 05월 18일","10.20","10.39","10.43","10.09","9.59M","-4.23%"
"2018년 05월 17일","10.65","10.66","10.93","10.42","8.76M","-1.21%"
"2018년 05월 16일","10.78","10.39","10.83","10.39","10.85M","4.05%"
"2018년 05월 15일","10.36","10.49","10.60","10.14","10.77M","-3.54%"
"2018년 05월 14일","10.74","10.72","11.09","10.66","13.37M","3.97%"
"2018년 05월 11일","10.33","10.38","10.63","10.28","11.80M","-2.46%"
"2018년 05월 10일","10.59","10.17","10.59","10.17","12.28M","5.37%"
"2018년 05월 09일","10.05","9.72","10.05","9.63","12.40M","4.36%"
"2018년 05월 08일","9.63","9.33","9.63","9.29","10.40M","2.12%"
"2018년 05월 07일","9.43","9.34","9.56","9.28","14.21M","2.72%"
"2018년 05월 04일","9.18","8.38","9.21","8.31","19.22M","7.24%"
"2018년 05월 03일","8.56","8.20","8.67","8.01","15.44M","1.78%"
"2018년 05월 02일","8.41","8.53","8.63","8.31","10.19M","-1.41%"
"2018년 05월 01일","8.53","8.07","8.56","8.05","13.55M","4.92%"
"2018년 04월 30일","8.13","8.40","8.55","8.02","11.47M","-3.33%"
"2018년 04월 27일","8.41","8.90","8.93","8.29","13.66M","-2.21%"
"2018년 04월 26일","8.60","8.46","8.62","8.32","17.66M","6.17%"
"2018년 04월 25일","8.10","8.25","8.28","7.71","20.53M","-0.37%"
"2018년 04월 24일","8.13","8.54","8.78","7.91","21.63M","-2.40%"
"2018년 04월 23일","8.33","8.82","8.84","8.27","16.28M","-4.03%"
"2018년 04월 20일","8.68","9.00","9.13","8.56","16.25M","-3.66%"
"2018년 04월 19일","9.01","9.80","9.80","8.91","33.98M","-12.86%"
"2018년 04월 18일","10.34","10.47","10.53","10.05","12.80M","-3.09%"
"2018년 04월 17일","10.67","10.30","10.74","10.27","12.39M","5.64%"
"2018년 04월 16일","10.10","10.23","10.25","9.84","8.30M","0.60%"
"2018년 04월 13일","10.04","10.66","10.68","9.92","14.28M","-2.33%"
"2018년 04월 12일","10.28","9.99","10.36","9.91","13.93M","5.76%"
"2018년 04월 11일","9.72","9.57","9.98","9.48","10.63M","0.00%"
"2018년 04월 10일","9.72","9.50","9.87","9.30","18.73M","9.58%"
"2018년 04월 09일","8.87","9.05","9.62","8.85","16.46M","1.84%"
"2018년 04월 06일","8.71","9.17","9.50","8.59","13.33M","-9.08%"
"2018년 04월 05일","9.58","10.09","10.13","9.37","13.84M","-3.13%"
"2018년 04월 04일","9.89","8.71","9.96","8.68","16.76M","3.89%"
"2018년 04월 03일","9.52","9.39","9.59","9.04","15.99M","5.66%"
"2018년 04월 02일","9.01","9.88","10.13","8.72","19.34M","-11.58%"
"2018년 03월 29일","10.19","9.79","10.46","9.54","17.77M","6.48%"
"2018년 03월 28일","9.57","10.09","10.30","9.42","20.06M","-6.36%"
"2018년 03월 27일","10.22","11.84","11.85","9.93","23.15M","-11.13%"
"2018년 03월 26일","11.50","10.98","11.51","10.53","18.85M","12.63%"
"2018년 03월 23일","10.21","11.28","11.37","10.21","16.56M","-10.04%"
"2018년 03월 22일","11.35","11.78","12.15","11.33","15.71M","-8.25%"
"2018년 03월 21일","12.37","12.20","12.82","12.08","9.94M","0.73%"
"2018년 03월 20일","12.28","12.07","12.39","12.02","8.82M","2.33%"
"2018년 03월 19일","12.00","12.41","12.54","11.47","17.71M","-5.81%"
"2018년 03월 16일","12.74","12.81","12.96","12.68","4.69M","-0.08%"
"2018년 03월 15일","12.75","12.89","13.01","12.56","7.57M","-0.31%"
"2018년 03월 14일","12.79","12.95","12.98","12.43","13.10M","0.00%"
"2018년 03월 13일","12.79","13.67","13.93","12.61","22.05M","-4.69%"
"2018년 03월 12일","13.42","13.28","13.63","13.17","12.08M","3.15%"
"2018년 03월 09일","13.01","12.46","13.02","12.44","12.12M","6.20%"
"2018년 03월 08일","12.25","12.33","12.45","12.03","8.63M","0.41%"
