"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2021년 02월 09일","279.62","280.29","280.86","278.85","-","1.26%"
"2021년 02월 08일","276.15","272.94","276.80","272.92","-","2.66%"
"2021년 02월 05일","269.00","267.49","269.76","267.49","-","-0.98%"
"2021년 02월 04일","271.65","273.26","273.35","270.59","-","-1.79%"
"2021년 02월 03일","276.60","278.20","279.19","276.28","-","0.04%"
"2021년 02월 02일","276.50","274.80","277.13","274.80","-","3.57%"
"2021년 02월 01일","266.97","265.30","267.19","264.55","-","0.70%"
"2021년 01월 29일","265.12","268.69","268.98","264.20","-","-3.18%"
"2021년 01월 28일","273.82","273.57","274.95","272.53","-","-3.08%"
"2021년 01월 27일","282.51","285.24","285.89","280.04","-","-0.91%"
"2021년 01월 26일","285.10","285.56","286.95","284.86","-","-1.56%"
"2021년 01월 25일","289.62","288.41","290.90","287.21","-","0.61%"
"2021년 01월 22일","287.85","288.41","288.53","286.52","-","1.41%"
"2021년 01월 21일","283.85","284.57","285.40","283.11","-","0.85%"
"2021년 01월 20일","281.46","282.54","283.59","281.28","-","2.14%"
"2021년 01월 19일","275.57","272.74","275.61","272.72","-","-0.07%"
"2021년 01월 18일","275.77","275.46","275.84","275.04","-","-0.08%"
"2021년 01월 15일","276.00","277.83","277.84","275.01","-","-0.15%"
"2021년 01월 14일","276.40","276.16","276.89","276.04","-","-1.17%"
"2021년 01월 13일","279.67","280.47","280.55","278.65","-","-0.66%"
"2021년 01월 12일","281.54","278.97","282.32","278.72","-","1.90%"
"2021년 01월 11일","276.30","279.60","279.60","274.80","-","-2.37%"
"2021년 01월 08일","283.01","282.25","283.79","281.20","-","0.06%"
"2021년 01월 07일","282.85","279.37","282.85","278.64","-","3.34%"
"2021년 01월 06일","273.70","269.96","275.61","269.69","-","0.89%"
"2021년 01월 05일","271.28","266.97","271.78","266.97","-","3.17%"
"2021년 01월 04일","262.93","261.10","264.39","261.10","-","6.28%"
"2021년 01월 01일","247.39","247.29","247.39","247.23","-","0.00%"
"2020년 12월 31일","247.39","247.41","248.01","246.78","-","0.82%"
"2020년 12월 30일","245.37","243.34","245.60","243.27","-","3.44%"
"2020년 12월 29일","237.20","238.31","238.43","236.47","-","-1.38%"
"2020년 12월 28일","240.53","240.61","242.06","240.27","-","0.69%"
"2020년 12월 25일","238.88","238.86","239.06","238.85","-","1.40%"
"2020년 12월 24일","235.58","235.69","235.84","234.71","-","-0.15%"
"2020년 12월 23일","235.93","235.27","236.95","234.93","-","1.26%"
"2020년 12월 22일","232.99","231.26","233.43","231.21","-","-0.88%"
"2020년 12월 21일","235.06","234.72","235.26","232.83","-","2.92%"
"2020년 12월 18일","228.39","227.59","228.43","226.75","-","1.31%"
"2020년 12월 17일","225.44","224.18","225.47","224.07","-","0.84%"
"2020년 12월 16일","223.56","224.09","224.73","222.99","-","0.62%"
"2020년 12월 15일","222.18","220.74","222.60","220.70","-","1.45%"
"2020년 12월 14일","219.00","219.78","220.98","218.93","-","1.10%"
"2020년 12월 11일","216.61","218.24","218.30","215.72","-","-0.99%"
"2020년 12월 10일","218.77","218.00","218.95","216.96","-","-0.68%"
"2020년 12월 09일","220.28","221.92","222.43","219.08","-","-0.31%"
"2020년 12월 08일","220.96","219.21","221.02","218.73","-","2.22%"
"2020년 12월 07일","216.16","215.08","216.23","214.66","-","1.13%"
"2020년 12월 04일","213.74","211.47","213.74","211.16","-","2.32%"
"2020년 12월 03일","208.89","209.22","210.32","208.72","-","-0.05%"
"2020년 12월 02일","208.99","209.57","209.60","207.78","-","-0.77%"
"2020년 12월 01일","210.61","210.30","211.42","210.08","-","0.93%"
"2020년 11월 30일","208.67","210.21","210.31","208.11","-","-1.02%"
"2020년 11월 27일","210.82","209.54","211.01","209.54","-","0.50%"
"2020년 11월 26일","209.77","209.60","209.79","209.58","-","-0.07%"
"2020년 11월 25일","209.91","210.24","210.30","208.95","-","-1.30%"
"2020년 11월 24일","212.67","211.52","212.91","211.10","-","2.16%"
"2020년 11월 23일","208.18","205.94","208.35","205.94","-","3.22%"
"2020년 11월 20일","201.68","200.97","201.90","200.97","-","1.68%"
"2020년 11월 19일","198.36","198.47","198.65","197.39","-","0.29%"
"2020년 11월 18일","197.78","197.74","198.85","197.37","-","-1.07%"
"2020년 11월 17일","199.92","199.40","200.38","198.95","-","-0.49%"
"2020년 11월 16일","200.91","198.74","201.01","198.47","-","1.42%"
